CRN,Subject,Course,INSM Code,Schedule Code,Description,Hrs,Start Date,Days,Begin,End,Building,Room,Instructor,Available Seats,Total Seats
1993,MUS,0366,INDV,PLG,Adv. App. Performance: Voice,2,01/12/2026,TBA,null,null,FINART,TBA,Allan,12,12
1994,MUS,0366,INDV,PLS,Adv. App. Performance: Voice,1,01/12/2026,TBA,null,null,FINART,TBA,Bready,12,12
1995,MUS,0366,INDV,PLG,Adv. App. Performance: Voice,2,01/12/2026,TBA,null,null,FINART,TBA,Bready,12,12
1996,MUS,0366,INDV,PLS,Adv. App. Performance: Voice,1,01/12/2026,TBA,null,null,FINART,TBA,King,12,12
1997,MUS,0366,INDV,PLG,Adv. App. Performance: Voice,2,01/12/2026,TBA,null,null,FINART,TBA,King,12,12
1998,MUS,0371,INDV,PLS,Chamber Brass,1,01/12/2026,TBA,null,null,FINART,TBA,Cooper,12,12
1999,MUS,0385,INDV,PLS,Chamber Winds,1,01/12/2026,TBA,null,null,FINART,TBA,Cotter,12,12
2000,MUS,0392,INDV,FCL,Concert Band,1,01/12/2026,"T,R",1415,1530,FINART,222,Schneider,40,40
2001,MUS,0451,INDV,PLS,Senior Recital,1,01/12/2026,TBA,null,null,TBA,TBA,Allan,8,8
2002,MUS,0451,INDV,PLS,Senior Recital,1,01/12/2026,TBA,null,null,TBA,TBA,Cooper,8,8
2004,MUS,0451,INDV,PLS,Senior Recital,1,01/12/2026,TBA,null,null,TBA,TBA,Cotter,8,8
2005,MUS,0451,INDV,PLS,Senior Recital,1,01/12/2026,TBA,null,null,TBA,TBA,Hodges,8,8
2007,MUS,0451,INDV,PLS,Senior Recital,1,01/12/2026,TBA,null,null,TBA,TBA,Spencer,8,8
2008,MUS,0495,TRAD,FCL,Music Cert Exit Interview,0,01/12/2026,TBA,null,null,TBA,TBA,Allan,10,10
2010,MUS,0501,TRAD,GL3,Southern Symphony Orchestra,1,01/12/2026,M,1900,2100,FINART,222,Hodges,10,10
2014,MUS,0519,TRAD,GL3,Southern Symphonic Chorus,1,02/02/2026,R,1900,2100,FINART,208,Bready,10,10
2015,MUS,0521,TRAD,GL3,Concert Chorale,1,01/12/2026,"M,W,F",1200,1250,FINART,208,Bready,10,10
2017,MUS,0523,TRAD,GL3,Chamber Singers,1,01/12/2026,"M,W,F",1300,1350,FINART,208,Bready,10,10
1540,NURS,0307,TRAD,LLB,Foundational Concepts,6,01/12/2026,M,1200,1450,LEONHS,337,Patterson,10,10
1540,NURS,0307,TRAD,LLB,Foundational Concepts,6,01/12/2026,M,0800,1050,LEONHS,165,Patterson,10,10
1545,NURS,0307,TRAD,LLB,Foundational Concepts,6,01/12/2026,M,0800,1050,LEONHS,165,Patterson,10,10
1545,NURS,0307,TRAD,LLB,Foundational Concepts,6,01/12/2026,M,1500,1750,LEONHS,337,Patterson,10,10
1546,NURS,0314,TRAD,CLS,Pharmacology I,2,01/12/2026,T,0900,1050,LEONHS,265,Lawrence,20,20
1547,NURS,0321,TRAD,LLB,Adult Health I,6,01/12/2026,T,1200,1450,LEONHS,165,Stewart,10,10
1547,NURS,0321,TRAD,LLB,Adult Health I,6,01/12/2026,"W,R,F",0630,1630,TBA,TBA,Stewart,10,10
1548,NURS,0321,TRAD,LLB,Adult Health I,6,01/12/2026,T,1200,1450,LEONHS,165,Stewart,10,10
1548,NURS,0321,TRAD,LLB,Adult Health I,6,01/12/2026,"W,R,F",0630,1630,TBA,TBA,Stewart,10,10
1798,NURS,0328,TRAD,LLB,Concept Mental Health Nursing,3,01/12/2026,T,0900,1050,LEONHS,266,Floyd,8,8
1798,NURS,0328,TRAD,LLB,Concept Mental Health Nursing,3,01/12/2026,"R,F",0630,1630,TBA,TBA,Floyd,8,8
1805,NURS,0333,TRAD,LLB,Adult Health II,7,01/12/2026,M,0900,1150,LEONHS,265,Cooper,8,8
1805,NURS,0333,TRAD,LLB,Adult Health II,7,01/12/2026,"W,R,F",0630,1630,TBA,TBA,Cooper,8,8
1807,NURS,0342,TRAD,CLS,Pharmacology II,2,01/12/2026,T,1200,1350,LEONHS,265,Lawrence,25,25
1809,NURS,0435,TRAD,LLB,Adult Health IV,6,01/12/2026,"R,F",0630,1630,TBA,TBA,Herchenroeder,8,8
1809,NURS,0435,TRAD,LLB,Adult Health IV,6,01/12/2026,M,1200,1550,LEONHS,264,Herchenroeder,8,8
1813,NURS,0435,TRAD,LLB,Adult Health IV,6,01/12/2026,"R,F",0630,1630,TBA,TBA,Herchenroeder,8,8
1813,NURS,0435,TRAD,LLB,Adult Health IV,6,01/12/2026,M,1200,1550,LEONHS,264,Herchenroeder,8,8
1816,NURS,0435,TRAD,LLB,Adult Health IV,6,01/12/2026,M,1200,1550,LEONHS,264,Herchenroeder,8,8
1816,NURS,0435,TRAD,LLB,Adult Health IV,6,01/12/2026,"R,F",0630,1630,TBA,TBA,Herchenroeder,8,8
1888,NURS,0437,INET,DLR,Advanced Health Assessment,3,03/09/2026,TBA,null,null,ONLINE,TBA,Markham,20,20
1817,NURS,0442,TRAD,CLS,Ldrship & Mgmt in Nursing,2,01/12/2026,M,0900,1052,LEONHS,264,Chrisenbery,25,25
1893,NURS,0444,INET,DLR,Applied Patho. & Pharmacology,4,01/12/2026,TBA,null,null,ONLINE,TBA,Markham,20,20
1818,NURS,0449,TRAD,LLB,Population Health Nursing,3,01/12/2026,"R,F",0630,1630,TBA,TBA,Cowley,8,8
1818,NURS,0449,TRAD,LLB,Population Health Nursing,3,01/12/2026,T,1200,1350,LEONHS,264,Cowley,8,8
1819,NURS,0449,TRAD,LLB,Population Health Nursing,3,01/12/2026,T,1200,1350,LEONHS,264,Cowley,8,8
1819,NURS,0449,TRAD,LLB,Population Health Nursing,3,01/12/2026,"R,F",0630,1630,TBA,TBA,Cowley,8,8
1821,NURS,0449,TRAD,LLB,Population Health Nursing,3,01/12/2026,"R,F",0630,1630,TBA,TBA,Cowley,8,8
1821,NURS,0449,TRAD,LLB,Population Health Nursing,3,01/12/2026,T,1200,1350,LEONHS,264,Cowley,8,8
1902,NURS,0451,INET,DLR,Innovation Nursing & Hlth Care,4,01/12/2026,TBA,null,null,ONLINE,TBA,Markham,20,20
1822,NURS,0456,TRAD,CLS,Evidence-Based Practice Nurse,2,01/12/2026,T,1400,1600,LEONHS,264,Cowley,25,25
1905,NURS,0458,INET,DLR,Research & Evidence-Based Prac,4,03/09/2026,TBA,null,null,ONLINE,TBA,Beals,20,20
1823,NURS,0463,TRAD,CLS,Senior Seminar,2,01/12/2026,T,0900,1050,LEONHS,264,Chrisenbery,25,25
1792,PARA,0220,TRAD,LLB,Emergency Medical Technician,9,01/12/2026,W,1300,1650,LEONHS,328,Walker,24,24
1792,PARA,0220,TRAD,LLB,Emergency Medical Technician,9,01/12/2026,TBA,null,null,TBA,TBA,Walker,24,24
1792,PARA,0220,TRAD,LLB,Emergency Medical Technician,9,01/12/2026,M,1300,1650,LEONHS,165,Walker,24,24
1794,PARA,0255,TRAD,LLB,Paramedic Skills,3,01/12/2026,"T,R",1300,1550,LEONHS,328,Walker,6,6
1795,PARA,0272,TRAD,CLS,Traumatology,4,01/12/2026,T,0800,1150,LEONHS,328,Walker,24,24
1797,PARA,0273,TRAD,CLS,Emergency Medical Care,3,01/12/2026,R,0900,1150,LEONHS,328,Taber,24,24
1799,PARA,0390,INDV,CLN,Field Intern/Clin Practicum II,3,01/12/2026,TBA,null,null,TBA,TBA,Taber,24,24
1800,PARA,0402,INET,DLR,EMS Leadership,3,01/12/2026,TBA,null,null,TBA,TBA,Taber,24,24
1665,PERF,0240,TRAD,FCL,Sem: Performance/Recital Attdn,0,01/12/2026,R,1300,1350,WEBSTR,176,Allan,40,40
1667,PERF,0241,TRAD,FCL,Sem: Performance/Recital Attdn,1,01/12/2026,R,1300,1350,WEBSTR,176,Allan,12,12
1669,PERF,0340,TRAD,FCL,Sem: Adv Performance/Recital,0,01/12/2026,R,1300,1350,WEBSTR,TBA,Allan,40,40
1670,PERF,0341,TRAD,FCL,Sem: Adv Performance/Recital,1,01/12/2026,R,1300,1350,WEBSTR,TBA,Allan,12,12
1671,PERF,0402,INET,DLR,Mental Skills Training for PA,2,01/12/2026,TBA,null,null,TBA,TBA,Schaedler,10,10
1674,PERF,0442,INET,DLR,Business for Performing Artist,2,01/12/2026,TBA,null,null,TBA,TBA,Curtis,25,25
1673,PERF,0465,INET,DLR,"Mrkting Performing Arts,",2,01/12/2026,TBA,null,null,TBA,TBA,Curtis,10,10
1252,PHIL,0312,INET,DLR,Biomedical Ethics,3,01/12/2026,TBA,null,null,TBA,TBA,Hunt,5,5
1253,PHIL,0312,INET,DLR,Biomedical Ethics,3,01/12/2026,TBA,null,null,TBA,TBA,Hunt,5,5
1254,PHIL,0312,INET,DLR,Biomedical Ethics,3,01/12/2026,TBA,null,null,TBA,TBA,Hunt,5,5
1746,PHYS,0120,INET,DLR,Fund of Physical Science,3,01/12/2026,TBA,null,null,ONLINE,TBA,Bajracharya,38,38
1747,PHYS,0160,TRAD,LLB,Elementary College Physics I,4,01/12/2026,"T,R",0930,1045,REYNLD,315,Fenske,24,24
1747,PHYS,0160,TRAD,LLB,Elementary College Physics I,4,01/12/2026,R,1100,1350,REYNLD,315,Fenske,24,24
1749,PHYS,0162,TRAD,LLB,Elementary College Physics II,4,01/12/2026,M,1400,1650,REYNLD,315,Bajracharya,18,18
1749,PHYS,0162,TRAD,LLB,Elementary College Physics II,4,01/12/2026,"M,W,F",1000,1050,REYNLD,317,Bajracharya,18,18
1751,PHYS,0162,TRAD,LLB,Elementary College Physics II,4,01/12/2026,"M,W,F",1000,1050,REYNLD,317,Bajracharya,24,24
1751,PHYS,0162,TRAD,LLB,Elementary College Physics II,4,01/12/2026,T,1400,1650,REYNLD,315,Bajracharya,24,24
1752,PHYS,0295,TRAD,LLB,General Physics II,5,01/12/2026,M,1400,1650,REYNLD,315,Bajracharya,6,6
1752,PHYS,0295,TRAD,LLB,General Physics II,5,01/12/2026,"M,T,W,F",1000,1050,REYNLD,317,Bajracharya,6,6
1753,PHYS,0431,INDV,INT,Physics Lab Practicum,1,01/12/2026,TBA,null,null,REYNLD,315,Bajracharya,4,4
1172,PSC,0120,TRAD,CLS,American Government,3,01/12/2026,"T,R",0930,1045,JUSTCE,141,Shoaf,36,36
1173,PSC,0120,HYBD,CMB,American Government,3,01/12/2026,"M,W",0900,0950,JUSTCE,143,Delehanty,30,30
1174,PSC,0120,HYBD,CMB,American Government,3,01/12/2026,"M,W",1000,1050,JUSTCE,143,Delehanty,30,30
1175,PSC,0120,INET,DLR,American Government,3,01/12/2026,TBA,null,null,ONLINE,TBA,Delehanty,35,35
1176,PSC,0120,INET,DLR,American Government,3,01/12/2026,TBA,null,null,ONLINE,TBA,Shoaf,50,50
2076,PSC,0122,INET,DLR,Intro International Relations,3,03/09/2026,TBA,null,null,ONLINE,TBA,Smith,35,35
1177,PSC,0331,HYBD,CMB,"Globalization, DeGlobalization",3,01/12/2026,"M,W",1100,1150,JUSTCE,014,Smith,15,15
1178,PSC,0342,TRAD,CLS,Public Policy,3,01/12/2026,"T,R",1100,1215,JUSTCE,143,Shoaf,30,30
1179,PSC,0435,TRAD,CLS,Philosophy of Law,3,01/12/2026,"T,R",1300,1415,JUSTCE,141,Delehanty,30,30
1180,PSC,0490,INET,DLR,Professional Seminar,1,01/12/2026,TBA,null,null,ONLINE,TBA,Delehanty,20,20
1181,PSC,0491,INDV,INT,Internship Political Science,3,01/12/2026,TBA,null,null,TBA,TBA,Shoaf,10,10
1081,PSY,0100,TRAD,CLS,General Psychology,3,01/12/2026,"T,R",0800,0915,LEONHS,167,Cole,17,17
1084,PSY,0100,TRAD,CLS,General Psychology,3,01/12/2026,"M,W,F",0900,0950,LEONHS,166,Boomer,35,35
1086,PSY,0100,TRAD,CLS,General Psychology,3,01/12/2026,"T,R",0930,1045,LEONHS,212,Adamopoulos,30,30
1088,PSY,0100,TRAD,CLS,General Psychology,3,01/12/2026,"T,R",1300,1415,LEONHS,238,Wittig,19,19
1091,PSY,0100,INET,DLR,General Psychology,3,01/12/2026,TBA,null,null,TBA,TBA,Cole,35,35
1093,PSY,0100,INET,DLR,General Psychology,3,01/12/2026,TBA,null,null,TBA,TBA,Moss,35,35
2023,PSY,0100,INET,DLR,General Psychology,3,01/12/2026,TBA,null,null,TBA,TBA,TBA,35,35
1095,PSY,0201,TRAD,CLS,Adolescent Development,3,01/12/2026,"T,R",0930,1045,LEONHS,165,Wittig,35,35
1097,PSY,0205,INET,DLR,Child & Adolescent Development,3,01/12/2026,TBA,null,null,TBA,TBA,Moss,35,35
1099,PSY,0221,TRAD,CLS,Personal Adjustment,3,01/12/2026,"T,R",1100,1215,LEONHS,167,Cole,35,35
1100,PSY,0242,TRAD,CLS,Introduction to Neuroscience,3,01/12/2026,"M,W,F",1000,1050,LEONHS,166,Boomer,30,30
1101,PSY,0252,INET,DLR,Intro Applied Behavior Analys,3,01/12/2026,TBA,null,null,TBA,TBA,Conway-Owen,30,30
1105,PSY,0310,HYBD,CMB,Educational Psychology,3,01/12/2026,"M,W",1300,1350,LEONHS,238,Wittig,35,35
1108,PSY,0320,TRAD,CLS,Appl Statistics Behav Nat Sci,3,01/12/2026,"M,W,F",0900,0950,LEONHS,211,Cole,25,25
1113,PSY,0320,TRAD,CLS,Appl Statistics Behav Nat Sci,3,01/12/2026,"M,W,F",1100,1150,LEONHS,211,Cole,25,25
1236,PSY,0325,TRAD,CLS,Research Methods in Psychology,3,01/12/2026,"M,W,F",0900,0950,LEONHS,238,Wittig,24,24
1237,PSY,0330,TRAD,CLS,Experimental Psychology,5,01/12/2026,"M,W",1100,1150,LEONHS,212,Adamopoulos,9,9
1237,PSY,0330,TRAD,CLS,Experimental Psychology,5,01/12/2026,"T,R",1100,1215,LEONHS,212,Adamopoulos,9,9
1238,PSY,0330,TRAD,CLS,Experimental Psychology,5,01/12/2026,"M,W",1100,1150,LEONHS,266,Boomer,9,9
1238,PSY,0330,TRAD,CLS,Experimental Psychology,5,01/12/2026,"T,R",1100,1215,LEONHS,266,Boomer,9,9
1239,PSY,0343,TRAD,CLS,Human Sexuality,3,01/12/2026,"T,R",0930,1045,LEONHS,211,Hackett,30,30
1240,PSY,0352,INET,DLR,Phil Found App Behav Analysis,3,01/12/2026,TBA,null,null,TBA,TBA,TBA,20,20
1241,PSY,0386,TRAD,CLS,Conditioning & Learning,3,01/12/2026,"M,W,F",1000,1050,LEONHS,211,Cole,25,25
1242,PSY,0390,TRAD,CLS,Junior Seminar,2,01/12/2026,W,1200,1250,LEONHS,268,TBA,18,18
1243,PSY,0411,TRAD,CLS,Sensation and Perception,3,01/12/2026,"T,R",1430,1545,LEONHS,211,Kostan,30,30
1111,PSY,0420,TRAD,CLS,Psychology in Film,3,01/12/2026,M,1300,1350,LEONHS,166,Kostan,30,30
1244,PSY,0422,TRAD,CLS,Theories of Personality,3,01/12/2026,"T,R",1100,1215,LEONHS,238,Hackett,35,35
1110,PSY,0432,TRAD,CLS,Abnormal Psychology,3,01/12/2026,"T,R",0930,1045,LEONHS,166,Cole,35,35
1245,PSY,0443,TRAD,CLS,Cognitive Psychology,3,01/12/2026,"T,R",1300,1415,LEONHS,212,Adamopoulos,25,25
1246,PSY,0451,INET,DLR,"Chg, Stngth, Maintain Behavior",3,01/12/2026,TBA,null,null,TBA,TBA,Hardy,21,21
1639,RAD,0132,TRAD,CLS,Prin Radiographic Exposure,4,01/12/2026,"M,W",0900,1015,LEONHS,258,Turley,19,19
1639,RAD,0132,TRAD,CLS,Prin Radiographic Exposure,4,01/12/2026,R,0900,1050,LEONHS,314,Turley,19,19
1642,RAD,0210,INDV,CLN,Clinical Training II,2,01/12/2026,TBA,null,null,TBA,TBA,Turley,19,19
1646,RAD,0241,TRAD,LLB,Radiographic Positioning II,3,01/12/2026,"M,W",0800,0850,LEONHS,258,Matejcek,19,19
1646,RAD,0241,TRAD,LLB,Radiographic Positioning II,3,01/12/2026,"M,W",1300,1450,LEONHS,314,Matejcek,19,19
1651,RAD,0270,TRAD,CLS,Radiographic Pathology,3,01/12/2026,"M,W",1030,1145,LEONHS,258,Matejcek,19,19
1791,RAD,0360,INDV,CLN,Clinical Training V,3,01/12/2026,TBA,null,null,TBA,TBA,Turley,16,16
1789,RAD,0370,TRAD,CLS,Special Topics in Radiology,3,01/12/2026,"T,R",0900,1015,LEONHS,258,Matejcek,16,16
1790,RAD,0399,TRAD,CLS,Advanced Radiology,3,01/12/2026,"T,R",1030,1145,LEONHS,258,Matejcek,16,16
1801,RESP,0105,TRAD,CLS,Cardiopulmonary Ana & Phys,3,01/12/2026,"M,W,F",0900,0950,LEONHS,328,Moritz,16,16
1803,RESP,0120,TRAD,CLS,Cardiopulmonary Pathology,3,01/12/2026,"M,W,F",0800,0850,LEONHS,328,Taylor,16,16
1804,RESP,0125,INDV,CLN,Clinical Resp Thpy Exper I,3,01/12/2026,M,1100,1130,LEONHS,328,Aldridge,16,16
1804,RESP,0125,INDV,CLN,Clinical Resp Thpy Exper I,3,01/12/2026,"T,R",null,null,TBA,TBA,Aldridge,16,16
1806,RESP,0226,TRAD,CLS,Cardiopulmonary Diagnostics,3,01/12/2026,"M,W,F",1000,1050,LEONHS,328,Aldridge,16,16
1808,RESP,0307,TRAD,CLS,Cardiopulmonary Assessment,3,01/12/2026,"M,W",0930,1045,LEONHS,342,Taylor,20,20
1810,RESP,0312,TRAD,CLS,Adv Mech Vent (Adv Life Suprt),3,01/12/2026,"M,W",1100,1215,LEONHS,342,Moritz,20,20
1811,RESP,0340,INDV,CLN,Adv-Level Resp Thpy Clin Exper,5,01/12/2026,M,0900,0929,LEONHS,342,Aldridge,20,20
1811,RESP,0340,INDV,CLN,Adv-Level Resp Thpy Clin Exper,5,01/12/2026,TBA,null,null,TBA,TBA,Aldridge,20,20
1814,RESP,0341,TRAD,CLS,Res Issue Mthd Prblm Resp Care,2,01/12/2026,W,1300,1450,LEONHS,342,Taylor,20,20
1815,RESP,0348,TRAD,LAB,Capstone Simulation Learning,2,01/12/2026,M,1300,1650,LEONHS,342,Taylor,20,20
1261,SOC,0110,TRAD,CLS,Introduction to Sociology,3,01/12/2026,"M,W,F",0900,0950,WEBSTR,105,Locher,32,32
1262,SOC,0110,TRAD,CLS,Introduction to Sociology,3,01/12/2026,"M,W,F",1000,1050,WEBSTR,105,Locher,32,32
1263,SOC,0110,TRAD,CLS,Introduction to Sociology,3,01/12/2026,"M,W,F",1100,1150,WEBSTR,106,Greer,32,32
1266,SOC,0110,TRAD,CLS,Introduction to Sociology,3,01/12/2026,"T,R",0930,1045,WEBSTR,106,Greer,32,32
1268,SOC,0110,INET,DLR,Introduction to Sociology,3,01/12/2026,TBA,null,null,ONLINE,TBA,Wells-Lewis,32,32
1271,SOC,0110,INET,DLR,Introduction to Sociology,3,01/12/2026,TBA,null,null,ONLINE,TBA,Locher,32,32
1273,SOC,0110,INET,DLR,Introduction to Sociology,3,01/12/2026,TBA,null,null,ONLINE,TBA,TBA,32,32
1275,SOC,0110,INET,DLR,Introduction to Sociology,3,03/09/2026,TBA,null,null,ONLINE,TBA,TBA,32,32
1276,SOC,0110,INET,DLR,Introduction to Sociology,3,01/12/2026,TBA,null,null,ONLINE,TBA,TBA,32,32
2038,SOC,0110,TRAD,CLS,Introduction to Sociology,3,01/12/2026,"T,R",0930,1045,WEBSTR,106,Greer,1,1
1278,SOC,0210,INET,DLR,Social Problems,3,01/12/2026,TBA,null,null,ONLINE,TBA,Wells-Lewis,32,32
1277,SOC,0221,HYBD,CMB,Marriage and Family,3,01/12/2026,"M,W",0900,0950,WEBSTR,208,Wells-Lewis,28,28
1279,SOC,0301,HYBD,CMB,Religion and Society,3,01/12/2026,T,0930,1045,WEBSTR,208,Wells-Lewis,28,28
1280,SOC,0319,INET,DLR,Social Interaction,3,01/12/2026,TBA,null,null,ONLINE,TBA,Locher,32,32
1281,SOC,0391,INET,DLR,Penology and Corrections,3,01/12/2026,TBA,null,null,ONLINE,TBA,Gunderman,32,32
1204,SPAN,0101,TRAD,CLS,Beginning Spanish I,3,01/12/2026,"M,W,F",0900,0950,KUHN,201,Liso-Aldaz,24,24
1205,SPAN,0101,TRAD,CLS,Beg Spanish I: Healthcare Prof,3,01/12/2026,"T,R",1100,1215,KUHN,206,Varela Reyes,25,25
1207,SPAN,0101,INET,DLR,Beginning Spanish I,3,01/12/2026,TBA,null,null,ONLINE,TBA,Varela Reyes,25,25
1211,SPAN,0102,TRAD,CLS,Beg Span II- Healthcare Prof,3,03/09/2026,"T,R",1100,1215,KUHN,206,Varela Reyes,25,25
1214,SPAN,0102,INET,DLR,Beginning Spanish II,3,01/12/2026,TBA,null,null,TBA,TBA,Liso-Aldaz,25,25
1215,SPAN,0203,TRAD,CLS,Intermediate Spanish I,3,01/12/2026,"M,W,F",1100,1150,KUHN,201,Liso-Aldaz,24,24
1216,SPAN,0204,TRAD,CLS,Intermediate Spanish II,3,03/09/2026,"M,W,F",1100,1150,KUHN,201,Liso-Aldaz,23,23
1224,SPAN,0310,TRAD,CLS,Conversation I,3,01/12/2026,"T,R",0930,1045,KUHN,206,Varela Reyes,25,25
1225,SPAN,0326,INET,DLR,Peninsular Lit El Cid Present,3,01/12/2026,TBA,null,null,TBA,TBA,Liso-Aldaz,25,25
1090,SRM,0101,INET,DLR,Intro Sport & Recreation Mgmt,3,01/12/2026,TBA,null,null,TBA,TBA,Divine,35,35
1096,SRM,0210,TRAD,CLS,Ethics in Sports & Recreation,3,01/12/2026,"T,R",0930,1045,TBA,TBA,Hartwell,24,24
1836,SRM,0210,TRAD,CLS,Ethics in Sports & Recreation,3,01/12/2026,"T,R",0800,0915,HS,154,Hartwell,24,24
1103,SRM,0220,INET,DLR,Sports Around the Globe,3,01/12/2026,TBA,null,null,TBA,TBA,Plumb,35,35
1106,SRM,0230,INET,DLR,Outdoor Recreation,3,03/09/2026,TBA,null,null,TBA,TBA,Cathey,35,35
1107,SRM,0310,HYBD,CMB,Facility & Event Mgmt SRM,3,01/12/2026,"M,W,F",0900,0950,LEONHS,154,Wang,24,24
1114,SRM,0320,TRAD,CLS,Risk Mgmt & Legal Issues SRM,3,01/12/2026,"M,W",1100,1215,LEONHS,154,Wang,24,24
1116,SRM,0330,INET,DLR,Finance Budgt & Rev Mgmt SRM,3,01/12/2026,TBA,null,null,TBA,TBA,Plumb,32,32
1117,SRM,0380,TRAD,CLS,Event Operations in SRM,3,01/12/2026,"T,R",0930,1045,LEONHS,267,Cathey,24,24
1118,SRM,0395,INET,DLR,Practicum in Spts & Rec Mgmt,3,01/12/2026,TBA,null,null,TBA,TBA,Cathey,24,24
1119,SRM,0400,TRAD,CLS,Social Media & Analytics SRM,3,01/12/2026,"M,W",1300,1415,YOUNG,203,Wang,24,24
1934,SUAS,0201,HYBD,CMB,"sUAS Design,Construction,App",3,01/12/2026,F,1400,1550,REYNLD,237,TBA,24,24
1934,SUAS,0201,HYBD,CMB,"sUAS Design,Construction,App",3,01/12/2026,TBA,null,null,ONLINE,TBA,TBA,24,24
1296,SW,0370,HYBD,CMB,Social Diversity,3,01/12/2026,M,0800,0950,WEBSTR,210,Eldred,25,25
1396,SW,0391,INET,DLR,Substance Abuse Services,3,01/12/2026,TBA,null,null,ONLINE,TBA,Grieb,30,30
1397,SW,0393,INET,DLR,Family and Children Services,3,01/12/2026,TBA,null,null,ONLINE,TBA,TBA,30,30
1399,SW,0395,INET,DLR,The Happiness Project,3,01/12/2026,TBA,null,null,ONLINE,TBA,Eldred,38,38
1398,SW,0396,INET,DLR,Crisis Serv & Intervention Str,3,03/09/2026,TBA,null,null,ONLINE,TBA,Eldred,30,30
1400,SW,0420,HYBD,CMB,Gen Practice w/Fam & Groups,3,01/12/2026,W,0800,0950,WEBSTR,207,Eldred,25,25
1965,SW,0430,HYBD,CMB,Gen Prac w/Community & Org.,3,01/12/2026,W,1000,1150,WEBSTR,207,Eldred,25,25
1401,SW,0453,HYBD,CMB,Foundations of Field Education,3,01/12/2026,M,1000,1250,WEBSTR,210,Wilson,25,25
1402,SW,0475,TRAD,CLS,Social Justice Practice,3,01/12/2026,W,1300,1530,WEBSTR,210,Brady,25,25
1403,SW,0485,INDV,INT,Field Education II,4,01/12/2026,TBA,null,null,TBA,TBA,Wilson,12,12
1404,SW,0486,INDV,INT,Field Seminar II,2,01/12/2026,W,1540,1720,WEBSTR,210,Wilson,12,12
1616,TH,0105,INDV,PLG,Applied Performance: Acting,2,01/12/2026,TBA,null,null,TBA,TBA,Dickey,12,12
1625,TH,0106,INDV,PLS,Production Practicum,1,01/12/2026,TBA,null,null,TBA,TBA,Dickey,25,25
1626,TH,0110,TRAD,CLS,Theatre Appreciation,3,01/12/2026,"T,R",1200,1250,LEONHS,152,O'Brien-Davies,25,25
1629,TH,0110,INET,DLR,Theatre Appreciation,3,01/12/2026,TBA,null,null,TBA,TBA,Unser,25,25
1634,TH,0217,TRAD,CLS,Theatrical Dance: Tap,2,01/12/2026,"T,R",1100,1150,TETPAC,274,Stremel,25,25
1637,TH,0220,TRAD,CLS,Professional Interaction,3,01/12/2026,"T,R",0930,1045,LEONHS,152,O'Brien-Davies,30,30
1640,TH,0222,INDV,FCL,Theatre Laboratory,2,01/12/2026,R,1400,1600,TETPAC,248,Dickey,25,25
1645,TH,0232,TRAD,CLS,Costume Technology,2,01/12/2026,M,1700,1900,TETPAC,248,Gollhofer,25,25
1648,TH,0305,INDV,PLG,Adv Applied Perf: Acting,2,01/12/2026,TBA,null,null,TBA,TBA,Dickey,12,12
1652,TH,0306,INDV,PLG,Advanced Production Practicum,2,01/12/2026,TBA,null,null,TBA,TBA,Gollhofer,25,25
1654,TH,0306,INDV,PLG,Advanced Production Practicum,2,01/12/2026,TBA,null,null,TBA,TBA,O'Brien-Davies,25,25
1656,TH,0311,TRAD,CLS,Stage Management,2,01/12/2026,"T,R",0930,1045,TETPAC,238,Dickey,25,25
1662,TH,0480,HYBD,CMB,Devised Theatre,3,01/12/2026,T,1400,1600,TETPAC,238,O'Brien-Davies,15,15
1658,TH,0489,INDV,PLS,Senior Project,1,01/12/2026,TBA,null,null,TBA,TBA,O'Brien-Davies,5,5
2028,UE,0100,TRAD,CLS,The University Experience,1,01/12/2026,T,1200,1250,HEARNS,311,TBA,24,24
2029,UE,0100,TRAD,CLS,The University Experience,1,01/12/2026,W,0900,0950,HEARNS,311,TBA,24,24
2030,UE,0100,INET,DLR,The University Experience,1,01/12/2026,TBA,null,null,TBA,TBA,TBA,24,24
2031,UE,0100,INET,DLR,The University Experience,1,01/12/2026,TBA,null,null,TBA,TBA,TBA,24,24
2032,UE,0100,INET,DLR,The University Experience,1,01/12/2026,TBA,null,null,TBA,TBA,TBA,24,24
2033,UE,0105,INET,DLR,Career Exploration & Planning,2,01/12/2026,TBA,null,null,TBA,TBA,Gandy,30,30
2034,UE,0105,INET,DLR,Career Exploration & Planning,2,03/09/2026,TBA,null,null,TBA,TBA,Gandy,30,30
2035,UE,0150,INET,DLR,College Academic Skills,2,01/12/2026,TBA,null,null,TBA,TBA,TBA,30,30
2077,UE,0200,TRAD,CLS,Leadership & Prof. Development,2,03/09/2026,"M,W",1300,1440,HEARNS,311,Brower,20,20
2036,UE,0205,HYBD,CMB,Tutor Training,1,01/12/2026,TBA,null,null,TBA,TBA,Christiansen,15,15
2037,UE,0400,HYBD,CMB,Leadership Training I,1,03/09/2026,TBA,null,null,TBA,TBA,Carlo,24,24
